,voting_number,timestamp,voter,vote,staked_ANT_amount,tx,Vote Weight,Result,timestamp_norm,staked_norm,cluster
182,5,1.548455803e+18,0x0fd297255ec21fbb88dee67cb8bbc372a593c539,1,338.81661260000004,0x9366d583bf11dbee884770d94563051a7c297afe69ee95adf354cf336ea301ee,338.81661260000004,1,0.9860482898567774,0.0005701708249415455,2
183,5,1.548458175e+18,0x4941105e6d11cff9be097a837cb68091f59a029c,1,2501.194388,0x7c647a5a8d12085960f308bdb1be8de93d1030a38128fb76de90b1329018ed30,2501.194388,1,1.0,0.004209661605137052,2
184,6,1.548292815e+18,0x2b5afa7a939e475a327c763f725d88e8a92ce342,1,1510.761544,0x9326132be1347242c94bc62827ca30d2f916d94ad9abe952a9c1acbfca27e0be,1510.761544,1,0.0,0.00254266740775449,3
185,6,1.548297902e+18,0x839395e20bbb182fa440d08f850e6c7a8f6f0780,1,2987.342012,0xb95a8446fa0383676edc9395e80c61ff295b390e3b75073b16eb1532cd98d81b,2987.342012,1,0.031768930523028885,0.005027895040335331,3
186,6,1.548300231e+18,0xd472fa32294977196b9ad47e7865e0d737220e32,1,5602.726497,0x65714bd3c58df42ace8339af802c3f0766ec538bb0b725692d90cb4c91cc5950,5602.726497,1,0.046313817330210776,0.009429839893871896,3
187,6,1.548304238e+18,0xbfc7cae0fad9b346270ae8fde24827d2d779ef07,1,218.40815049999998,0x618dc2d8590bf71f2ab69e4786025c40cef45d298c048ebdaaaedf6fcc95cad6,218.40815049999998,1,0.07133801717408275,0.00036751174628476136,3
188,6,1.548309702e+18,0x86e1c887490b57fd84231d048466efea9f1c762a,1,202.37504819999998,0xe56364181f3368131a623c1a45ea77bdf0c439907eb6d8292cf23e8f31e20f23,202.37504819999998,1,0.10546135831381732,0.00034052648558581284,3
189,6,1.548314634e+18,0x450c0c90706a8cc664e8b496711370b43415715d,1,47548.260969999996,0x6ee0b39771fef11f72815cfd603534d878672d55e127aa8e9739fff27fd5d346,47548.260969999996,1,0.13626229508196722,0.08002822826133325,3
190,6,1.548314691e+18,0x450c0c90706a8cc664e8b496711370b43415715d,0,47548.260969999996,0xbd41bea93e2e154a179f05a2eaca2965a7e5b0d032fd7c4f740750c1add3316e,-47548.260969999996,1,0.1366182669789227,0.08002822826133325,3
191,6,1.548318078e+18,0xc7b51a1637f86f130686eebd1aae67c051888351,1,24.163332699999998,0xd04bdd5fc0dd6a91949774b5a19a4b95924594cfd764950148706196ac19714f,24.163332699999998,1,0.15777049180327868,4.057894502940113e-05,3
192,6,1.548321375e+18,0xb62e27446079c2f2575c79274cd905bf1e1e4edb,0,4804.08711,0x4104504ce01856cbebc1ce9344ca532fea4792a2a54f6218746c8ea89b4eca4b,-4804.08711,1,0.17836065573770493,0.008085652620605172,3
193,6,1.548325099e+18,0xad2dcb058f10b4e11611f9c1fc0aa1a532e270d6,1,1800.0,0xf0ef2080a52e942b5623ef3bee51dd9b2861028484d741b50e94c30b5f770763,1800.0,1,0.2016174863387978,0.0030294836828132074,3
194,6,1.548347364e+18,0x4941105e6d11cff9be097a837cb68091f59a029c,1,2501.194388,0x91954ff294653c50370f61d41905f7a8a45fad21d9e918dd9b10f9493e80a718,2501.194388,1,0.34066510538641687,0.004209661605137052,1
195,6,1.548349078e+18,0xe730b30256bd9d3f5cbfdaad0f584307876acd25,1,1.010973935,0xc10022d42f5a942e9ca7010661fd6f2606b414ffd843b51452dcde21ece90e21,1.010973935,1,0.3513692427790788,1.6112876553749511e-06,1
196,6,1.548349337e+18,0xf0bea4a25b280955417b1ca0c2519a5f6e752fae,1,243.3878319,0x234b138bb26c4fc9d2b7c3d5ad4c3089d190957d047c9d34e21c6ea8b6567d30,243.3878319,1,0.35298672911787665,0.0004095549642561004,1
197,6,1.548350451e+18,0xd395d4a9753310f3940de2673c70c251224e3d07,1,0.05363874,0x904ed0a4aab572df4628b5df6628decccd4a1e878fa4dd15ba70db644f525ded,0.05363874,1,0.359943793911007,0.0,1
198,6,1.548351788e+18,0x165cc5f47cdb55bad3282b6543cbbf6542e06cdc,1,698.7,0x17a47befea08b6d8d1225bb25d5414ab054a2f6a2826b0917fb5a87cfb3e2bfc,698.7,1,0.3682935206869633,0.0011758893470649708,1
199,6,1.548370226e+18,0xf1f0c294d247e8691d1118a86ccc669da3c75ca8,1,6169.916293,0xc6f4b46007be990a161d315a3058ef8897ce7384a2a4eb171c445d59720c492c,6169.916293,1,0.4834410616705699,0.010384475136911757,1
200,6,1.548372592e+18,0xcafb4ff79d39949d29e2ec4eb6b42c1e7b4d8b2b,1,46453.40167,0x0a38115f9ce81ee8c837e89735d86c898c4dd2cdc0aa3939045ede7308dd7f39,46453.40167,1,0.4982170179547229,0.07818547424615004,1
201,6,1.548372867e+18,0x583da21ad0c1171ae4b6cf24d92c46f033a0a794,1,100.0,0xc3986c2226aca05ba289a9d931d6b12b07323652ddc59496e0cfc87b2aaf33ed,100.0,1,0.4999344262295082,0.00016821938537199947,1
202,6,1.54838025e+18,0x17de335cda63c144037b6fe43fadc7f9d0c21bb6,0,4000.0,0x93cee2fe19ef23fc6872f05166125bb1212e158409b3b87d28e4b3347c13e2dc,-4000.0,1,0.5460421545667448,0.006732296303031241,1
203,6,1.548385078e+18,0xefa62e5ca8f914d3bb2c9ffa3da9c1cd2bd8bdd2,0,24840.0,0xa1597627f682425a7c7c4d0b12adb850f12d1e4929fae58dcf80bb922e75e535,-24840.0,1,0.5761935987509758,0.04180803039636934,1
204,6,1.548387766e+18,0x4323b6f87e3ad7719b4a2ed791957faf96752bd4,0,13317.967040000001,0x7d7908fd25ceddf9837391df0decc623366b2b72ea3a24187658d5b2a6e6e406,-13317.967040000001,1,0.5929804839968774,0.02241533537143473,1
205,6,1.54840026e+18,0x702eccb2b9bf886e27b0698601dc735501b9b546,0,89575.16863,0xcd839b61985febb3af2ef693c7a3e2f34869c449589c7ecc0ff74a01c3aa4123,-89575.16863,1,0.6710070257611241,0.1507635755668723,2
206,6,1.548401246e+18,0x89e3a87a5d46b6cfe8c162558be3609478b29922,0,3314.0212890000003,0xf2c3fbdda750baae6afc3b817d8eb8dfd59a094de51bc930d20af5f20147823b,-3314.0212890000003,1,0.6771647150663545,0.005577727835625924,2
207,6,1.548402167e+18,0x90fc1f495111329a1669716a149b7da88bdcb234,0,2097.994,0xc193f1286afb648c70ab7cac66137970ae8d43d250751be6e213408be50a8fcf,-2097.994,1,0.6829164715066355,0.003531036384608322,2
208,6,1.548409217e+18,0xa34f16c747e7eb21a32c28bde173c2fb099c70a1,0,102269.2319,0xd5b15eaf81132941d5967b8ba1e14b0c8c57e65ba9e5754a96e045b37722f51e,-102269.2319,1,0.7269445745511319,0.17212891087505514,2
209,6,1.548409394e+18,0xa4ae57a1b051ff0980bc9dc59c36cd65f0fa7a11,1,20390.99009,0xac513fffc473c73be800b54c4f04c247780beafb3bf616d4a8c89757372aaad9,20390.99009,1,0.7280499609679938,0.03431991674081339,2
210,6,1.548411068e+18,0xaf54743051f61fda465609460f081c9aa426569e,1,594143.0,0x82cd2829bc1854015a23ab36894912b25bc42b887fd8d96bdadd80dcf97425e3,594143.0,1,0.7385042935206869,1.0,0
211,6,1.548412327e+18,0xa24b814aa745fd03893d6f63082ecd5d6fd0fca2,1,100.0,0xe014b903f73f05fd9e51162dfc3a24efed1b16c90275ea749013deb5db7cf71f,100.0,1,0.7463669008587042,0.00016821938537199947,2
212,6,1.548417122e+18,0xf925fdaea552d36a5291335941ab7a046f960a80,1,13.7,0x1681f5ae0bc518ab438e76d02584a59953cd5e9e06d85c0bf6d6f1434b9df7aa,13.7,1,0.776312256049961,2.2968144860719304e-05,2
213,6,1.548422995e+18,0x003dc32fe920a4aaeed12dc87e145f030aa753f3,1,114.0155314,0x77996ff5c6bb8def50bc89046699758e6791b5b6b551e5383c1fb3d90fcdfc08,114.0155314,1,0.8129898516783762,0.00019180887925699134,2
214,6,1.548436936e+18,0x0ed8f275eab9edf99120c4b101c232ff46ef7145,0,100000.0,0x7ac17ffc65dbc8f51b1e48c93d0c37e204d8f63a04c1f423e1ea8cc3339f7171,-100000.0,1,0.9000530835284933,0.1683095742761818,2
215,6,1.548437517e+18,0x580356c776bd73948b153cfc94a5d3a12c359bba,0,7474.256329999999,0xbd92cf40abf7b1050ecd35ab21dfca4bf7ee29ec54216d95891a199f55bbeefb,-7474.256329999999,1,0.9036814988290398,0.012579805477847782,2
216,6,1.548441512e+18,0x471c1bbf19cd5a7b57e66f82a5b0d1668c8d65f9,0,396770.7994,0x7f98740a817171e320241ce43d6e88a2addd3de0bb3944d7839cc7458dc3f393,-396770.7994,1,0.9286307572209211,0.6678035112445976,0
217,6,1.548442783e+18,0xb8506be2c700641873108a1a47d8e509157cf231,1,207593.4902,0x07c7070f53aba730b363a837d79140c5941b5aef02c08018f065b9b2a2be5fff,207593.4902,1,0.936568306010929,0.34939981671521153,2
218,6,1.548448636e+18,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12,1,50.0,0x70e0419cdec3544a83dafe5ed1f72f29c94f004aa88505fec93dc5414d579f21,50.0,1,0.9731209992193599,8.406455309431687e-05,2
219,6,1.548449724e+18,0xdacc0fd259ce0de2829b38a0765970e7ab65346c,1,90.00002093,0x50c6a75c634d91b45c4fd5004cb72cc29fb17c3d158b2b045a32c9c2327ffc50,90.00002093,1,0.9799156908665105,0.00015138845414367573,2
220,6,1.548449849e+18,0x0f01a0c3f5255745f31a7fbd555ec6461f405287,1,10.0,0x5254b3649da09eabfebc5fd2d18f1e1f5745f4b36699580fde16ac714774dc60,10.0,1,0.980696330991413,1.6740687272170793e-05,2
221,6,1.548452605e+18,0x9ab0b3323b1c9035b90ca4f1e462bb72c5417503,1,20000.0,0x576b27c7f0de2d9cfbeb1d98ee60231c711e57c8906ae718263588a72937349e,20000.0,1,0.9979078844652615,0.03366184263188967,2
222,6,1.548452779e+18,0x024dbaaec9a8dc1cb8bc3bd3867942e5f0080498,1,501.0,0x14c88e62fd0e10956f72391175c6430294b087bcad1b78877409cda5f7701c8f,501.0,1,0.9989945355191256,0.0008431411402390138,2
223,6,1.548452895e+18,0xdc3cb2d624f5afcbb2e7ecf4b0781f798dc522cb,1,5000.0,0xd5b3075a2d325a518dfcb39a0ce25d91f24edbdb324f9227d869229710c3d1ae,5000.0,1,0.9997189695550351,0.008415392948584894,2
224,6,1.54845294e+18,0x76d7dd8e16149e5242c2eb9da62268ca02e2b320,1,5000.0,0x9c5cef5845837833bbb515dd9eb5fddeb2cbaf9c67142b77dc3fce76de3100b3,5000.0,1,1.0,0.008415392948584894,2
225,7,1.556209526e+18,0xf925fdaea552d36a5291335941ab7a046f960a80,1,13.7,0x81fc80d0bfaec8b7fca8ee999c4d8fb45280f612ff315a97cd2e2e811cd25109,13.7,1,0.0,1.722610100845169e-05,3
226,7,1.556210115e+18,0xd472fa32294977196b9ad47e7865e0d737220e32,1,33700.9834,0x31deb1a2bef6ac4c4188fe9f29320e09b35332534d317f086bf8e828b67543cf,33700.9834,1,0.003471587794628175,0.04254142251442935,3
